0f8e7705-9bfb-4783-a44b-185bfd40811b___2400x1600.jpg,"[Outros_generosTextuais(carta/…)]"
0fe52866-68e4-41cb-9672-bfc888bc931a___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170826_212353_63730a6eadbbcfcb7ece83b291570b76___1200x800.jpg,"[Redacoes_boas(ENEM)]"
20170827_220302_ab7065f55e67902ffce5f75e57523800___2400x1600.jpg,"[Ilegiveis/baixa_resolucao,Redacoes_boas(ENEM)]"
20170827_222158_47b60a7d607c12d35d43f83396e158ae___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170827_222413_29b8137afcbcdaa076de75c24f503422___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170827_222417_194f9c4b01d49185bb3f56087bfba9e7___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170827_225603_f165420d32bb70c2bdfc1252d1716eb9___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170827_230513_5601fd3b9da7b98a7fa933e8bc7646c8___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170827_230522_19dc608bc08ad76775e121c0b4c01ac4___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170828_162943_ac29533b94316de4e68b3c8f95ec959d___2400x1600.jpg,"[Redacoes_em_branco]"
20170828_162950_68d54ff015bc06bd95c965ee600a626f___2400x1600.jpg,"[Ilegiveis/baixa_resolucao]"
20170829_034814_85e9726f76d7c1f6af4d5f885a0331c6___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170829_142413_1ce4300b9fd2d8943c67e4b19369f144___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170829_181347_6d146fe7b1310ddd87b29c4405b7c690___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170829_182814_9ea7f0e139467e65564b987c0cd2e37b___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170829_182846_e3deb370087699081d6c781daf142bda___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170829_182908_309c76070050d627e667f34c418d991f___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170829_193030_1fc8bf11ffd28790a9c99f8da095a021___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170829_193726_e774fc8e01eaf10327e1da5fc033ff45___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170829_194125_b2ad61fae5b0cc1bdba5ae97c2f37230___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170830_121212_4f24cd57adecf96e2ef1de03170b74ba___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170830_121933_a70bf0bf06de5706fb8332a5734215c2___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170831_001507_7537b68a378e981b5abc7960f99c6327___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170831_050736_eb167c678f58d359f696f58e94359d23___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170831_101551_555163528b02bba39de6a2cb9c6e1cc2___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170831_124123_5a3ef7ec7ebb094a8e27fa7d884fab4e___2400x1600.jpg,"[Viradas/Rotacionadas]"
20170831_152509_7f35348507208ea21008f3d6f7e010ac___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170831_163113_4318fdfd64df54ee1e69c74e34c795d7___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170831_173413_00a5bbc44b1a47f62ea05219bef700b2___2400x1600.jpg,"[Redacoes_em_branco]"
20170831_185435_979ddf93f713fe1ab5935c3cd9b275df___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170831_204416_bb504de8ea4f13528438bb7b903734d8___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170901_182501_11fb0293be387c895e78c363e6c11c70___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170901_191209_b1cbdde0ea948c73ba490039dc506349___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
20170901_212840_409ce26fd50f0ec33613e495a4b97625___2400x1600.jpg,"[Redacoes_boas(ENEM)]"
